kart,matchRank,matches,rankinggrade2,trackId
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,2,0167001045a17e0c,1,ac5fc4f9758189ead4aab9f0fe73ade9dc550975ee42ec5499c82ce05521b705
c5a7845291328d8daee35a12773d4828402ff71c6343ca6ddf7e5dd5edaa30ab,99,0167001045a17e0c,0,ac5fc4f9758189ead4aab9f0fe73ade9dc550975ee42ec5499c82ce05521b705
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,99,0167001045a17e0c,0,ac5fc4f9758189ead4aab9f0fe73ade9dc550975ee42ec5499c82ce05521b705
,2,01d6001f45a8e271,3,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,,01d6001f45a8e271,3,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,,01d6001f45a8e271,3,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,,01d6001f45a8e271,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,3,01d6001f45a8e271,3,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,4,01d6001f45a8e271,0,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,7,01d6001f45a8e271,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,5,01d6001f45a8e271,3,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,3,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
,5,0097001f45a9344b,4,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
,6,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,1,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
,2,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
,7,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,4,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
2e853b2ac22af48df0f2ab28b5f6178cd30758d8746893335cab00c7a3cb8a0f,99,0097001f45a9344b,5,3df50f62eff19be2d42bc5e2c84998bf3ec9ef7154acd2b6c0b6195164de8b2d
,7,021f001f45a8dac1,5,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,3,021f001f45a8dac1,6,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,4,021f001f45a8dac1,6,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
,5,021f001f45a8dac1,5,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,8,021f001f45a8dac1,6,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,1,021f001f45a8dac1,6,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,2,021f001f45a8dac1,6,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,6,021f001f45a8dac1,6,a8161ffcfd69e236d49cbe2407133e4f41475c0d00187e3dbe817c686801451d
dfe61bab589936d40672a671ddc51d69db743a348e4ead116a09cbc410e597f9,99,03ca001f45a920c3,0,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,2,03ca001f45a920c3,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,3,03ca001f45a920c3,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,5,03ca001f45a920c3,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,99,03ca001f45a920c3,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,1,03ca001f45a920c3,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,4,03ca001f45a920c3,3,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,99,03ca001f45a920c3,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,6,039d000e45a383cf,1,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
,3,039d000e45a383cf,3,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
,7,039d000e45a383cf,4,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,2,039d000e45a383cf,3,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
68916cc34a493230ab01af28b74d8dd1997c458968f61280690ddaa4704d0ff2,1,039d000e45a383cf,0,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,5,039d000e45a383cf,5,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
,99,039d000e45a383cf,4,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,4,039d000e45a383cf,4,d6740b1b3bb877c18f23092e3482c75a29d83d4e2195356660b2a418badcd322
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,5,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,2,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,8,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
,4,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,7,0182001f45a90183,4,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,6,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,,0182001f45a90183,5,2c6d4cd587f055dbcd1f49be44014e98dd3053642f9b7860b3e48ed96ebcd7f1
0bfa4bd1a3dd24f1d816c81cc3ff0542e4a81785ac6410b1c85664dcace5a5f6,7,0359000c45a3dd3a,3,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
a4e18e280bf6fd49ead52ef70f03e30789e6163e21febadda165b31ee23f5764,3,0359000c45a3dd3a,0,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
,6,0359000c45a3dd3a,5,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,5,0359000c45a3dd3a,3,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
dfe61bab589936d40672a671ddc51d69db743a348e4ead116a09cbc410e597f9,4,0359000c45a3dd3a,2,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,99,0359000c45a3dd3a,0,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
798d9fde22aa9caeb8b8255d2dd3738a2a8fd57ebf02c64b071e2024f852b184,2,0359000c45a3dd3a,2,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
7eec5f0c98e23a657b83f5986d7b6e8f79aa0c72dda221931c28c8b1b7b8cfda,1,0359000c45a3dd3a,4,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,2,0183001f45a91123,6,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,99,0183001f45a91123,0,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
,99,0183001f45a91123,6,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,5,0183001f45a91123,5,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,99,0183001f45a91123,4,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
,3,0183001f45a91123,5,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
,4,0183001f45a91123,5,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,1,0183001f45a91123,6,49b11b91336be4e6a434b7d2f4395e895903ba36b1c03c393739556206c88bb6
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,99,0094000c45a3ff77,2,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,1,0094000c45a3ff77,3,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
cdf5176ad299c9fe8f4efb98a0476620bd727a133eeb7fc13ac7b47cd8da34e6,2,0094000c45a3ff77,0,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
d6da7e60fb512b2657a59dba8b18590ada87ee812e83f96653009bc17788cfc6,6,0094000c45a3ff77,0,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
,4,0094000c45a3ff77,3,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
dfe61bab589936d40672a671ddc51d69db743a348e4ead116a09cbc410e597f9,99,0094000c45a3ff77,1,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
cdf5176ad299c9fe8f4efb98a0476620bd727a133eeb7fc13ac7b47cd8da34e6,3,0094000c45a3ff77,3,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
,5,0094000c45a3ff77,3,cd3d4cf5e6386ee6ff5f952c1af6d4efe31a2f7d5c78be79141ef432b6051487
,1,039d000e45aad112,5,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,6,039d000e45aad112,3,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,2,039d000e45aad112,4,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,99,039d000e45aad112,2,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,99,039d000e45aad112,3,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,4,039d000e45aad112,3,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,3,039d000e45aad112,3,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,5,039d000e45aad112,1,cc0fdd2cf7ca7a2b64d5f6494f7acd8836ea07e43cb9f1ab9c9de4e7ece0413c
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,1,02080014459fdb2a,2,
cdf5176ad299c9fe8f4efb98a0476620bd727a133eeb7fc13ac7b47cd8da34e6,3,02080014459fdb2a,0,
dfe61bab589936d40672a671ddc51d69db743a348e4ead116a09cbc410e597f9,99,02080014459fdb2a,0,
,99,02080014459fdb2a,0,
798d9fde22aa9caeb8b8255d2dd3738a2a8fd57ebf02c64b071e2024f852b184,2,02080014459fdb2a,1,
10244d9c0fe5ada46be2004ae892f07f8ee73186da94a6bb23825fe3db7eebb5,99,02080014459fdb2a,0,
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,99,02080014459fdb2a,0,
3806ee9377da2b1d475ca5c830e3120616b2834fb26d42acf0daefe35729373f,99,02080014459fdb2a,0,
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,6,0134001045a8a26b,0,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,5,0134001045a8a26b,0,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
dfe61bab589936d40672a671ddc51d69db743a348e4ead116a09cbc410e597f9,4,0134001045a8a26b,3,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,,0134001045a8a26b,3,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,3,0134001045a8a26b,4,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
b9008b5508aedcd760f5fb15d174c569feea52875549615feb9d1336cd607cae,2,0134001045a8a26b,0,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
,1,0134001045a8a26b,6,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
9bc087c44de7d959774ab7bc1a624539b805b535f5512fce770fffbabdb1849a,99,0134001045a8a26b,2,8bdc1a42ae5f54101b06197720bace118ae11718aaf8f206539cad8741ad8467
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,6,0107001f45afd3e9,5,
,2,0107001f45afd3e9,3,
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,1,0107001f45afd3e9,4,
,7,0107001f45afd3e9,3,
cdf5176ad299c9fe8f4efb98a0476620bd727a133eeb7fc13ac7b47cd8da34e6,99,0107001f45afd3e9,0,
dfe61bab589936d40672a671ddc51d69db743a348e4ead116a09cbc410e597f9,3,0107001f45afd3e9,3,
,4,0107001f45afd3e9,0,
18084911550c21ca94cc0aff6a313b3ad21b4243f6cd446cc77544669f95235a,5,0107001f45afd3e9,3,
09da315c5777b7cd193f07f3f0797595fdc360498a2f6544e569e64008a98a86,1,0053001f45a902cb,0,012b8f056c6836b8e52e03df95029f633af5194c0790642ae4bbfd66ec175378
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,2,0053001f45a902cb,3,012b8f056c6836b8e52e03df95029f633af5194c0790642ae4bbfd66ec175378
cdf5176ad299c9fe8f4efb98a0476620bd727a133eeb7fc13ac7b47cd8da34e6,5,0053001f45a902cb,3,012b8f056c6836b8e52e03df95029f633af5194c0790642ae4bbfd66ec175378
e1e04b5e5a7127feeafccfb2b879ec839d8b6f592edc26796f182a3f13cc3d2c,99,0053001f45a902cb,0,012b8f056c6836b8e52e03df95029f633af5194c0790642ae4bbfd66ec175378
ffd2a1758730357726de85bdcf68789e4c38980fcebc62e25b9e71aabf6e732f,4,0053001f45a902cb,3,012b8f056c6836b8e52e03df95029f633af5194c0790642ae4bbfd66ec175378
